repo_name,repo_owner,stars,forks,open_issues,description,creation_date,last_modification_date,primary_language,ml_libraries,has_tests,repo_size_kb,file_count,size_api_kb;
"ATM,HDI-Project,527,141,18,""Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning)."",2016-10-14 18:03:00+00:00,2024-12-20 09:12:34+00:00,Python,,True,,,8987";
MLBlocks,MLBazaar,114,35,16,A library for composing end-to-end tunable machine learning pipelines. ,2015-06-08 15:36:58+00:00,2024-11-25 12:24:37+00:00,Python,,True,,,8186;
cellranger,10XGenomics,362,93,0,10x Genomics Single Cell Analysis,2017-07-24 03:02:14+00:00,2024-12-11 20:33:15+00:00,Rust,,False,,,3172;
conceptnet5,commonsense,2784,355,42,Code for building ConceptNet from raw data.,2011-09-21 16:35:15+00:00,2024-12-15 17:04:16+00:00,Roff,,True,,,44310;
"keras-retinanet,fizyr,4377,1963,29,Keras implementation of RetinaNet object detection.,2017-08-14 09:14:29+00:00,2024-12-20 12:53:08+00:00,Python,""tensorflow,keras"",True,,,13796";
NiftyNet,NifTK,1367,404,103,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-guided therapy,2017-08-30 07:55:43+00:00,2024-11-27 18:36:25+00:00,Python,tensorflow,True,,,11529;
dython,shakedzy,496,102,1,A set of data tools in Python,2018-02-04 15:07:45+00:00,2024-12-15 09:54:33+00:00,Python,scikit-learn,True,,,5294;
chainer-chemistry,chainer,630,132,31,Chainer Chemistry: A Library for Deep Learning in Biology and Chemistry,2017-11-28 10:35:09+00:00,2024-12-04 01:58:23+00:00,Python,,True,,,2388;
"TensorFlow-World,astorfi,4522,416,3,:earth_americas: Simple and ready-to-use tutorials for TensorFlow,2017-03-24 22:19:05+00:00,2024-12-08 19:06:03+00:00,Python,""tensorflow,scikit-learn"",False,,,26388";
PyNets,dPys,121,41,2,A Reproducible Workflow for Structural and Functional Connectome Ensemble Learning,2017-03-29 14:23:40+00:00,2024-11-22 13:05:23+00:00,Python,,True,,,1062451;
"PyNomaly,vc1492a,314,37,11,""Anomaly detection using LoOP: Local Outlier Probabilities, a local density based outlier detection method providing an outlier score in the range of [0,1]."",2017-05-19 20:51:20+00:00,2024-11-28 22:55:49+00:00,Python,,True,,,35756";
"SSD,lufficc,1520,383,40,""High quality, fast, modular reference implementation of SSD in PyTorch"",2018-12-06 20:19:33+00:00,2024-12-18 10:56:01+00:00,Python,torch,True,,,764";
Enso,IndicoDataSolutions,96,12,4,Enso: An Open Source Library for Benchmarking Embeddings + Transfer Learning Methods,2017-04-10 19:54:00+00:00,2024-10-03 03:19:26+00:00,Python,scikit-learn,False,,,929;
"finetune,IndicoDataSolutions,701,81,58,Scikit-learn style model finetuning for NLP,2018-06-12 17:02:16+00:00,2024-12-04 15:16:11+00:00,Python,""tensorflow,scikit-learn"",True,,,443443";
entity2rec,D2KLab,184,44,1,entity2rec generates item recommendation using property-specific knowledge graph embeddings,2017-07-06 10:07:08+00:00,2024-10-19 12:47:17+00:00,Python,,False,,,164696;
statsmodels,statsmodels,10088,2881,2829,Statsmodels: statistical modeling and econometrics in Python,2011-06-12 17:04:50+00:00,2024-12-20 02:30:17+00:00,Python,,False,,,54942;
tensorflow_poems,lucasjinreal,3635,938,23,中文古诗自动作诗机器人，x炸天，基于tensorflow1.10 api，正在积极维护升级中，快star，保持更新！,2017-03-08 07:14:45+00:00,2024-12-20 07:20:49+00:00,Python,,True,,,214371;
"mglearn,amueller,230,116,8,""mglearn helper package for """"Introduction to Machine Learning with Python"""""",2016-09-30 20:36:46+00:00,2024-10-19 02:10:34+00:00,Python,,True,,,593";
cesium,cesium-ml,671,101,22,Machine Learning Time-Series Platform,2014-10-29 16:00:02+00:00,2024-12-09 06:31:04+00:00,Python,scikit-learn,False,,,22526;
plantcv,danforthcenter,657,264,101,Plant phenotyping with image analysis,2014-03-14 18:24:23+00:00,2024-12-20 08:39:00+00:00,Python,,True,,,510912;
s2cnn,jonkhler,948,174,17,Spherical CNNs,2017-09-23 16:49:11+00:00,2024-12-08 08:17:15+00:00,Python,,True,,,930;
eman2,cryoem,148,50,20,A scientific image processing software suite with a focus on CryoEM and CryoET,2015-12-15 19:38:03+00:00,2024-12-17 19:49:35+00:00,Python,,True,,,449636;
FeatureSelectionGA,kaushalshetty,362,95,8,Feature Selection using Genetic Algorithm (DEAP Framework),2017-11-12 18:32:44+00:00,2024-12-17 16:21:18+00:00,Python,,True,,,56;
moabb,NeuroTechX,686,177,88,Mother of All BCI Benchmarks,2017-05-15 15:01:39+00:00,2024-12-20 14:26:16+00:00,Python,,False,,,96284;
dino,thenetcircle,137,6,11,Distributed notifications using websockets,2016-10-04 05:40:09+00:00,2024-12-03 07:47:46+00:00,Python,,True,,,69359;
PyTorch-Mini-Tutorials,vinhkhuc,326,86,4,Minimal tutorials for PyTorch,2017-02-13 06:15:47+00:00,2024-04-09 12:20:15+00:00,Python,,False,,,18;
cnn-text-classification-pytorch,Shawn1993,1019,278,8,CNNs for Sentence Classification in PyTorch,2017-02-10 16:49:39+00:00,2024-12-16 16:28:02+00:00,Python,,False,,,13373;
kubeflow,kubeflow,14320,2400,191,Machine Learning Toolkit for Kubernetes,2017-11-30 18:44:19+00:00,2024-12-20 10:47:28+00:00,TypeScript,,False,,,324332;
adaptive-style-transfer,CompVis,730,141,20,source code for the ECCV18 paper A Style-Aware Content Loss for Real-time HD Style Transfer,2018-07-26 01:59:16+00:00,2024-12-16 12:45:44+00:00,Python,,False,,,185841;
paysage,drckf,119,25,15,Unsupervised learning and generative models in python/pytorch.,2017-01-22 15:56:10+00:00,2024-10-18 17:09:54+00:00,Python,tensorflow,True,,,28426;
gluon-nlp,dmlc,2555,538,272,NLP made easy,2018-04-04 20:57:13+00:00,2024-12-11 21:40:04+00:00,Python,,True,,,11414;
"dgl,dmlc,13495,3017,533,""Python package built to ease deep learning on graph, on top of existing DL frameworks."",2018-04-20 14:49:09+00:00,2024-12-20 06:53:50+00:00,Python,,True,,,30212";
gluon-cv,dmlc,5823,1213,58,Gluon CV Toolkit,2018-02-26 01:33:21+00:00,2024-12-17 21:16:35+00:00,Python,,True,,,39688;
PyTorch-NLP,PetrochukM,2212,256,24,Basic Utilities for PyTorch Natural Language Processing (NLP),2018-02-25 05:00:36+00:00,2024-12-17 22:01:06+00:00,Python,torch,True,,,13169;
tensornets,taehoonlee,1003,184,17,High level network definitions with pre-trained weights in TensorFlow,2017-09-19 05:19:01+00:00,2024-11-14 10:24:27+00:00,Python,,True,,,2238;
featuretools,alteryx,7250,879,152,An open source python library for automated feature engineering,2017-09-08 22:15:17+00:00,2024-12-20 14:33:53+00:00,Python,,False,,,7620;
cve-search,cve-search,2301,594,2,cve-search - a tool to perform local searches for known vulnerabilities,2012-05-06 10:22:54+00:00,2024-12-20 11:54:17+00:00,Python,,True,,,16007;
"Shift-Net_pytorch,Zhaoyi-Yan,363,83,31,""Pytorch implementation of Shift-Net: Image Inpainting via Deep Feature Rearrangement (ECCV, 2018)"",2018-04-12 14:38:40+00:00,2024-12-19 10:03:01+00:00,Python,,True,,,6000";
caffemodel2pytorch,vadimkantorov,387,84,10,Convert Caffe models to PyTorch,2018-01-30 01:02:52+00:00,2024-12-05 13:02:49+00:00,Python,,False,,,82;
chainerrl,chainer,1170,224,65,ChainerRL is a deep reinforcement learning library built on top of Chainer.,2017-01-30 04:58:15+00:00,2024-12-18 02:06:12+00:00,Python,,True,,,14530;
chainercv,chainer,1480,304,58,ChainerCV: a Library for Deep Learning in Computer Vision,2017-02-13 04:15:10+00:00,2024-12-15 03:01:18+00:00,Python,,True,,,5877;
chainer,chainer,5889,1367,12,A flexible framework of neural networks for deep learning,2015-06-05 05:50:37+00:00,2024-12-20 05:28:02+00:00,Python,,True,,,53733;
"DeepBach,Ghadjeres,499,130,21,""code accompanying """"DeepBach: a Steerable Model for Bach Chorales Generation"""" paper"",2016-11-18 14:19:11+00:00,2024-12-11 17:32:36+00:00,Python,,False,,,227742";
face_recognition,JanLoebel,115,69,2,Face recognition docker image to provide a web service which is able to register and recognize faces,2017-06-07 10:15:37+00:00,2024-12-20 03:14:16+00:00,Python,,False,,,18;
"dipy,dipy,712,438,178,""DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal processing, machine learning, statistical analysis and visualization of medical images. Additionally, it contains specialized methods for computational anatomy including diffusion, perfusion and structural imaging."",2010-02-06 11:43:08+00:00,2024-12-20 05:10:26+00:00,Python,,False,,,76043";
colorization-pytorch,richzhang,597,113,15,PyTorch reimplementation of Interactive Deep Colorization,2018-08-10 23:42:30+00:00,2024-12-08 14:40:44+00:00,Python,torch,True,,,11309;
PerceptualSimilarity,richzhang,3654,500,55,LPIPS metric. pip install lpips,2018-01-11 01:43:21+00:00,2024-12-20 07:24:58+00:00,Python,torch,True,,,8973;
trackpy,soft-matter,445,131,129,Python particle tracking toolkit,2012-06-21 20:56:58+00:00,2024-12-18 18:22:55+00:00,Python,,True,,,98502;
pyhawkes,slinderman,229,78,9,Python framework for inference in Hawkes processes.,2014-12-19 15:33:34+00:00,2024-12-02 06:04:09+00:00,Python,,True,,,14499;
ccg2lambda,mynlp,234,63,12,Provide Semantic Parsing solutions and Natural Language Inferences for multiple languages following the idea of the syntax-semantics interface.,2015-08-14 22:37:36+00:00,2024-12-02 03:50:25+00:00,Python,,False,,,140997;
Tensorflow_Object_Tracking_Video,DrewNF,503,198,14,Object Tracking in Tensorflow ( Localization Detection Classification ) developed to partecipate to ImageNET VID competition,2016-08-01 17:05:45+00:00,2024-10-22 09:51:10+00:00,Python,,False,,,127277;
mifs,danielhomola,288,110,19,Parallelized Mutual Information based Feature Selection module.,2016-01-30 12:56:35+00:00,2024-12-04 11:43:45+00:00,Python,scikit-learn,False,,,59;
konlpy,konlpy,1416,333,140,Python package for Korean natural language processing.,2014-05-01 14:37:08+00:00,2024-12-19 04:18:34+00:00,Python,,True,,,36553;
superintendent,janfreyberg,189,18,12,Practical active learning in python,2017-11-27 09:23:06+00:00,2024-09-09 20:19:07+00:00,Python,,True,,,6729;
"MatchZoo,NTMC-Community,3838,897,34,""Facilitating the design, comparison and sharing of deep text matching models."",2017-06-08 08:55:22+00:00,2024-12-19 00:55:20+00:00,Python,""tensorflow,keras"",True,,,42078";
SUAVE,suavecode,412,398,39,An Aircraft Design Toolbox,2014-03-21 20:37:01+00:00,2024-12-20 05:29:14+00:00,ReScript,,False,,,672477;
garage,rlworkgroup,1875,310,235,A toolkit for reproducible reinforcement learning research.,2018-06-10 21:31:23+00:00,2024-12-20 08:36:51+00:00,Python,,True,,,60358;
notify.run,notify-run,298,19,28,A client for sending notifications to your own phone or desktop.,2018-01-27 15:46:50+00:00,2024-08-30 20:22:50+00:00,Python,,False,,,2217;
d2l-zh,d2l-ai,63072,10997,86,《动手学深度学习》：面向中文读者、能运行、可讨论。中英文版被70多个国家的500多所大学用于教学。,2017-08-23 04:40:24+00:00,2024-12-20 15:23:29+00:00,Python,,False,,,316965;
cifar10_challenge,MadryLab,488,133,0, A challenge to explore adversarial robustness of neural networks on CIFAR10.,2017-07-12 05:32:42+00:00,2024-12-04 20:26:52+00:00,Python,,False,,,166089;
scipy,scipy,13038,5173,1749,SciPy library main repository,2011-03-09 18:52:03+00:00,2024-12-20 15:49:58+00:00,Python,,True,,,178445;
"MSRN-PyTorch,MIVRC,292,56,2,""This repository is a PyTorch version of the paper """"Multi-scale Residual Network for Image Super-Resolution"""" (ECCV 2018)."",2018-03-18 06:34:28+00:00,2024-11-30 08:42:22+00:00,Python,,False,,,1471583";
maggot,ex4sperans,115,11,5,A lightweight python library that helps to keep track of numerical experiments,2018-02-01 12:12:43+00:00,2024-01-04 16:20:26+00:00,Python,,True,,,90;
dgcnn,WangYueFt,1640,422,27,,2018-02-03 05:49:29+00:00,2024-12-18 10:56:05+00:00,Python,,False,,,36682;
deepmatcher,anhaidgroup,562,129,73,Python package for performing Entity and Text Matching using Deep Learning.,2017-12-01 19:01:11+00:00,2024-12-17 09:01:06+00:00,Python,,True,,,5904;
smart_importer,beancount,248,28,6,Augment Beancount importers with machine learning functionality.,2017-12-01 14:39:18+00:00,2024-12-05 14:02:21+00:00,Python,,True,,,347;
scientific-python-lectures,scipy-lectures,3105,1188,22,Tutorial material on the scientific Python ecosystem,2010-05-19 20:42:33+00:00,2024-12-20 10:19:38+00:00,Python,scikit-learn,False,,,25414;
volttron,VOLTTRON,460,218,409,VOLTTRON Distributed Control System Platform,2013-11-07 02:07:46+00:00,2024-12-08 05:04:38+00:00,Python,,True,,,156161;
corex_topic,gregversteeg,627,119,13,Hierarchical unsupervised and semi-supervised topic models for sparse count data with CorEx,2015-10-16 00:06:38+00:00,2024-10-21 08:42:37+00:00,Python,,False,,,15265;
nn_robust_attacks,carlini,794,230,12,Robust evasion attacks against neural network to find adversarial examples,2017-03-23 03:52:11+00:00,2024-12-20 07:44:24+00:00,Python,,True,,,57;
"raven,idaholab,219,133,126,""RAVEN is a flexible and multi-purpose probabilistic risk analysis, validation and uncertainty quantification, parameter optimization, model reduction and data knowledge-discovering framework."",2017-03-23 19:29:27+00:00,2024-12-18 16:00:00+00:00,C++,,True,,,851603";
pytorch-maml-rl,tristandeleu,825,158,29,Reinforcement Learning with Model-Agnostic Meta-Learning in Pytorch,2018-04-28 17:11:19+00:00,2024-12-19 11:08:44+00:00,Python,torch,True,,,4947;
sensegram,uhh-lt,212,50,13,Making sense embedding out of word embeddings using graph-based word sense induction,2015-10-28 09:48:52+00:00,2024-10-24 13:29:03+00:00,Python,,False,,,92535;
"gplearn,trevorstephens,1600,282,24,""Genetic Programming in Python, with a scikit-learn inspired API"",2015-03-26 01:01:14+00:00,2024-12-19 03:13:30+00:00,Python,,False,,,7990";
"deep-belief-network,albertbup,480,212,17,A Python implementation of Deep Belief Networks built upon NumPy and TensorFlow with scikit-learn compatibility,2015-07-13 16:06:35+00:00,2024-12-06 03:54:03+00:00,Python,""tensorflow,scikit-learn"",False,,,182";
"mxnet,apache,20779,6789,2010,""Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler";" for Python, R, Julia, Scala, Go, Javascript and more"",2015-04-30 16:21:15+00:00,2024-12-20 02:48:22+00:00,C++,,True,,,101275"
"tvm,apache,11739,3465,673,""Open deep learning compiler stack for cpu, gpu and specialized accelerators"",2016-10-12 22:20:28+00:00,2024-12-20 08:53:02+00:00,Python,,True,,,111667";
pytorch_geometric,pyg-team,21248,3644,1050,Graph Neural Network Library for PyTorch,2017-10-06 16:03:03+00:00,2024-12-20 15:38:46+00:00,Python,,True,,,23357;
"Deep-Reinforcement-Learning-Hands-On,PacktPublishing,2843,1290,30,"" Hands-on Deep Reinforcement Learning, published by Packt"",2018-03-16 03:57:42+00:00,2024-12-19 12:46:50+00:00,Python,""tensorflow,torch"",False,,,16385";
"Deep-Learning-for-Computer-Vision,PacktPublishing,215,167,2,""Deep Learning for Computer Vision, by Packt"",2018-01-23 09:03:05+00:00,2024-12-15 12:25:34+00:00,Python,,False,,,15794";
Deep-Learning-with-TensorFlow,PacktPublishing,174,148,1,Deep Learning with TensorFlow by Packt,2017-04-25 05:13:56+00:00,2024-12-17 05:16:26+00:00,Python,,False,,,18789;
"Hands-On-Data-Structures-and-Algorithms-with-Python-Second-Edition,PacktPublishing,257,148,4,""Hands-On Data Structures and Algorithms with Python Second Edition, published by Packt"",2018-03-19 05:49:30+00:00,2024-11-27 14:13:03+00:00,Python,,False,,,139";
TensorFlow-Machine-Learning-Cookbook,PacktPublishing,561,395,0,Code repository for TensorFlow Machine Learning Cookbook by Packt,2017-02-14 02:57:32+00:00,2024-12-16 19:02:33+00:00,Python,,False,,,205;
GANGogh,rkjones4,359,123,8,Using GANs to create Art,2017-06-18 01:47:11+00:00,2024-12-10 16:08:28+00:00,Python,,False,,,37;
Rainbow,Kaixhin,1582,283,9,Rainbow: Combining Improvements in Deep Reinforcement Learning,2017-10-09 07:21:24+00:00,2024-12-20 14:29:15+00:00,Python,torch,True,,,176;
kws,mindorii,372,75,7,An End-to-End Architecture for Keyword Spotting and Voice Activity Detection,2017-12-14 21:39:01+00:00,2024-12-06 20:40:05+00:00,Python,tensorflow,False,,,120;
scikit-learn,scikit-learn,59908,25373,2088,scikit-learn: machine learning in Python,2010-08-17 09:43:38+00:00,2024-12-20 11:06:59+00:00,Python,,False,,,168541;
LeNet-5,activatedgeek,217,93,7,PyTorch implementation of LeNet-5 with live visualization,2017-11-12 04:25:33+00:00,2024-12-15 08:09:34+00:00,Python,torch,False,,,11;
hyperdash-sdk-py,hyperdashio,199,26,32,Official Python SDK for Hyperdash,2017-06-10 22:53:43+00:00,2024-07-23 05:19:42+00:00,Python,,True,,,532;
openml-python,openml,280,144,126,OpenML's Python API for a World of Data and More 💫,2014-03-20 10:46:41+00:00,2024-12-17 11:10:18+00:00,Python,,True,,,203896;
calamari,Calamari-OCR,1047,209,60,Line based ATR Engine based on OCRopy,2018-03-20 15:22:29+00:00,2024-12-13 10:41:34+00:00,Python,tensorflow,False,,,57873;
bindsnet,BindsNET,1499,331,12,Simulation of spiking neural networks (SNNs) using PyTorch.,2018-02-09 19:42:37+00:00,2024-12-19 09:55:28+00:00,Python,,True,,,35535;
NetworkML,faucetsdn,121,38,7,Machine learning plugins for network traffic,2017-10-10 18:17:11+00:00,2024-12-12 21:26:21+00:00,Python,,True,,,107244;
poseidon,faucetsdn,421,124,0,Poseidon is a python-based application that leverages software defined networks (SDN) to acquire and then feed network traffic to a number of machine learning techniques.  The machine learning algorithms classify and predict the type of device.,2016-05-10 14:40:30+00:00,2024-11-21 03:36:34+00:00,Python,,True,,,21074;
npfl114,ufal,31,68,0,Materials for the Deep Learning -- ÚFAL course NPFL114,2016-10-10 08:17:35+00:00,2024-11-13 14:56:46+00:00,Python,,False,,,61965;
Clairvoyante,aquaskyline,171,27,0,Clairvoyante: a multi-task convolutional deep neural network for variant calling in Single Molecule Sequencing,2017-07-21 02:28:26+00:00,2024-09-21 11:10:44+00:00,Python,tensorflow,False,,,937474;
pyjanitor,pyjanitor-devs,1355,169,110,Clean APIs for data cleaning. Python implementation of R package Janitor,2018-03-04 22:43:33+00:00,2024-12-19 11:48:15+00:00,Python,,True,,,12195;
gpytorch,cornellius-gp,3560,560,376,A highly efficient implementation of Gaussian Processes in PyTorch,2017-06-09 14:48:20+00:00,2024-12-19 22:29:23+00:00,Python,,True,,,30741;
"OSMDeepOD,geometalab,192,42,11,""OSMDeepOD - OpenStreetMap (OSM) and Machine Learning (Deep Learning) based Object Detection from Aerial Imagery (Formerly also known as """"OSM-Crosswalk-Detection"""")."",2015-09-23 09:24:16+00:00,2024-12-15 05:00:10+00:00,Python,,True,,,401307";
"aletheia,daniellerch,159,44,3,An open-source toolbox for steganalysis,2017-08-26 20:50:34+00:00,2024-12-02 07:35:24+00:00,Python,""tensorflow,scikit-learn"",True,,,1647830";
hyperopt-sklearn,hyperopt,1586,272,80,Hyper-parameter optimization for sklearn,2013-02-19 16:09:53+00:00,2024-12-19 09:50:09+00:00,Python,scikit-learn,True,,,2388;
hyperopt,hyperopt,7245,1056,131,Distributed Asynchronous Hyperparameter Optimization in Python,2011-09-06 22:24:59+00:00,2024-12-20 05:30:42+00:00,Python,,False,,,6198;
"DynamicGEM,palash1992,343,82,16,,2018-10-22 23:15:58+00:00,2024-12-03 09:09:44+00:00,Python,""tensorflow,scikit-learn"",False,,,9097";
"GEM,palash1992,1276,360,14,,2017-05-08 08:55:15+00:00,2024-12-14 01:18:33+00:00,Python,""tensorflow,scikit-learn"",True,,,28550";
"recurrentshop,farizrahman4u,766,218,46,Framework for building complex recurrent neural networks with Keras,2016-09-21 23:30:47+00:00,2024-10-31 19:21:36+00:00,Python,""tensorflow,keras"",True,,,206";
"pgmpy,pgmpy,2729,714,301,""Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in Bayesian Networks."",2013-09-20 08:18:58+00:00,2024-12-20 00:44:25+00:00,Python,,True,,,13534";
kaggle-code,CNuge,122,68,0,A repository for some of the code I used in kaggle data science & machine learning tasks.,2017-08-11 02:11:47+00:00,2024-11-26 20:20:17+00:00,Python,,False,,,197880;
"scikit-rebate,EpistasisLab,408,72,18,""A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for Machine Learning."",2016-09-19 13:36:17+00:00,2024-12-18 04:25:32+00:00,Python,,True,,,13552";
"tpot,EpistasisLab,9722,1570,295,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,2015-11-03 21:08:40+00:00,2024-12-20 03:14:54+00:00,Python,""scikit-learn,xgboost"",True,,,91132";
"pmlb,EpistasisLab,802,133,20,""PMLB: A large, curated repository of benchmark datasets for evaluating supervised machine learning algorithms."",2016-11-11 19:16:44+00:00,2024-12-03 11:59:11+00:00,Python,,True,,,246784";
ml-agents,Unity-Technologies,17128,4153,43,The Unity Machine Learning Agents Toolkit (ML-Agents) is an open-source project that enables games and simulations to serve as environments for training intelligent agents using deep reinforcement learning and imitation learning.,2017-09-08 21:09:04+00:00,2024-12-20 08:10:50+00:00,C#,,True,,,3023163;
kymatio,kymatio,756,138,65,Wavelet scattering transforms in Python with GPU acceleration,2018-10-02 01:45:46+00:00,2024-12-14 12:18:00+00:00,Python,,True,,,2642;
"awesome-machine-learning,josephmisiti,65785,14624,10,""A curated list of awesome Machine Learning frameworks, libraries and software."",2014-07-15 19:11:19+00:00,2024-12-20 11:14:04+00:00,Python,,False,,,3054";
face_classification,oarriaga,5602,1591,54,Real-time face detection and emotion/gender classification using fer2013/imdb datasets with a keras CNN model and openCV.,2017-02-09 14:44:32+00:00,2024-12-16 01:44:51+00:00,Python,,False,,,124216;
SfmLearner-Pytorch,ClementPinard,1012,224,7,Pytorch version of SfmLearner from Tinghui Zhou et al.,2017-10-19 15:45:23+00:00,2024-12-18 03:22:01+00:00,Python,torch,True,,,6917;
FlowNetPytorch,ClementPinard,846,205,7,Pytorch implementation of FlowNet by Dosovitskiy et al.,2017-01-27 14:58:42+00:00,2024-12-19 09:51:43+00:00,Python,torch,False,,,1251;
polylearn,scikit-learn-contrib,245,43,9,A library for factorization machines and polynomial networks for classification and regression in Python.,2016-07-11 18:15:04+00:00,2024-07-20 00:15:50+00:00,Python,,False,,,3311;
"lightning,scikit-learn-contrib,1725,214,56,""Large-scale linear classification, regression and ranking in Python"",2012-01-11 13:53:52+00:00,2024-12-12 07:12:57+00:00,Python,scikit-learn,True,,,14720";
project-template,scikit-learn-contrib,324,92,1,A template for scikit-learn extensions,2016-01-15 20:54:59+00:00,2024-12-18 05:15:34+00:00,Python,,False,,,4843;
DESlib,scikit-learn-contrib,480,106,16,A Python library for dynamic classifier and ensemble selection,2017-12-08 22:49:49+00:00,2024-11-08 13:44:20+00:00,Python,scikit-learn,False,,,2521;
category_encoders,scikit-learn-contrib,2408,395,46,A library of sklearn compatible categorical variable encoders,2015-11-29 19:32:37+00:00,2024-12-14 02:04:18+00:00,Python,scikit-learn,True,,,45205;
boruta_py,scikit-learn-contrib,1506,257,46,Python implementations of the Boruta all-relevant feature selection method.,2016-01-30 16:25:26+00:00,2024-12-19 21:29:27+00:00,Python,,False,,,157;
sklearn-pandas,scikit-learn-contrib,2809,413,38,Pandas integration with sklearn,2013-04-22 22:55:20+00:00,2024-12-19 14:06:20+00:00,Python,,True,,,430;
imbalanced-learn,scikit-learn-contrib,6825,1278,46, A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning,2014-08-16 05:08:26+00:00,2024-12-20 15:48:12+00:00,Python,,True,,,22702;
chatbot_ner,hellohaptik,328,133,27,chatbot_ner: Named Entity Recognition for chatbots.,2017-03-14 06:36:03+00:00,2024-12-10 10:46:55+00:00,Python,,True,,,16207;
lifelines,CamDavidsonPilon,2362,559,268,Survival analysis in Python,2013-08-28 00:16:42+00:00,2024-12-20 09:13:39+00:00,Python,,True,,,45215;
neurodsp,neurodsp-tools,282,61,17,Digital signal processing for neural time series.,2017-06-20 18:51:11+00:00,2024-12-18 02:53:39+00:00,Python,,False,,,70676;
"maddpg,openai,1639,490,48,""Code for the MADDPG algorithm from the paper """"Multi-Agent Actor-Critic for Mixed Cooperative-Competitive Environments"""""",2018-02-01 18:59:57+00:00,2024-12-20 06:44:36+00:00,Python,,False,,,55";
spinningup,openai,10110,2216,229,An educational resource to help anyone learn deep reinforcement learning.,2018-11-07 20:52:15+00:00,2024-12-20 14:34:37+00:00,Python,,True,,,31762;
"pixel-cnn,openai,1918,436,38,""Code for the paper """"PixelCNN++: A PixelCNN Implementation with Discretized Logistic Mixture Likelihood and Other Modifications"""""",2016-07-09 00:44:56+00:00,2024-12-17 12:37:37+00:00,Python,,False,,,671";
gym,openai,34695,8608,115,A toolkit for developing and comparing reinforcement learning algorithms.,2016-04-27 14:59:16+00:00,2024-12-20 06:43:09+00:00,Python,,True,,,7123;
"glow,openai,3109,516,65,""Code for reproducing results in """"Glow: Generative Flow with Invertible 1x1 Convolutions"""""",2018-06-19 20:03:00+00:00,2024-12-20 03:13:44+00:00,Python,""tensorflow,keras"",False,,,1276";
baselines,openai,15762,4876,504,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms,2017-05-24 01:58:13+00:00,2024-12-20 15:13:46+00:00,Python,,False,,,6620;
"MLBox,AxeldeRomblay,1497,274,29,MLBox is a powerful Automated Machine Learning python library. ,2017-06-01 16:59:24+00:00,2024-11-11 15:37:19+00:00,Python,""tensorflow,scikit-learn,lightgbm"",True,,,52437";
"mtcnn,ipazc,2221,527,25,""MTCNN face detection implementation for TensorFlow, as a PIP package."",2018-01-05 04:08:32+00:00,2024-12-20 03:34:09+00:00,Jupyter Notebook,,True,,,9481";
polyaxon,polyaxon,3565,313,122,MLOps Tools For Managing & Orchestrating The Machine Learning LifeCycle,2016-12-26 12:48:47+00:00,2024-12-18 21:33:26+00:00,,,False,,,126585;
"wandb,wandb,9069,671,1032,""The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation to production."",2017-03-24 05:46:23+00:00,2024-12-20 14:11:46+00:00,Python,,True,,,178663";
metashape-scripts,agisoft-llc,385,206,6,Python scripts for Metashape (former PhotoScan),2017-10-17 12:58:14+00:00,2024-12-15 22:59:47+00:00,Python,,False,,,308;
nnabla-examples,sony,305,93,18,Neural Network Libraries https://nnabla.org/ - Examples,2017-11-05 23:30:40+00:00,2024-11-08 12:34:26+00:00,Python,,False,,,306303;
nnabla,sony,2724,334,35,Neural Network Libraries,2017-06-26 01:07:10+00:00,2024-12-19 07:58:06+00:00,Python,,False,,,125762;
Learning-to-See-in-the-Dark,cchen156,5443,842,76,Learning to See in the Dark. CVPR 2018,2018-04-05 23:31:06+00:00,2024-12-15 00:47:28+00:00,Python,,True,,,472;
GPflowOpt,GPflow,270,61,29,Bayesian Optimization using GPflow,2017-04-28 15:23:39+00:00,2024-07-22 05:14:25+00:00,Python,,True,,,3517;
GPflow,GPflow,1846,434,157,Gaussian processes in TensorFlow,2016-01-14 11:29:24+00:00,2024-12-18 18:20:01+00:00,Python,,True,,,392613;
scikit-video,scikit-video,672,146,65,Video Processing in Python,2015-12-09 02:33:46+00:00,2024-12-11 04:15:31+00:00,Python,,False,,,27496;
pix2code,tonybeltramelli,11960,1443,9,pix2code: Generating Code from a Graphical User Interface Screenshot,2017-05-24 05:51:41+00:00,2024-12-18 02:03:04+00:00,Python,tensorflow,False,,,1233636;
pants,pantsbuild,3315,636,1102,The Pants Build System,2012-12-17 17:39:04+00:00,2024-12-20 11:28:13+00:00,Python,,True,,,169101;
examples-in-python,thoughtfulml,349,216,5,,2015-05-07 21:46:18+00:00,2024-11-21 15:29:29+00:00,Python,,False,,,31901;
